player_id,player,img_url,born,birth_place,height,role,bat_style,bowl_style
12809,Saleem,/a/img/v1/152x152/i1/c182026/saleem.jpg, -- , -- , -- , -- , Right Handed Bat , Udaipur Eagles 
12810,Rahul,/a/img/v1/152x152/i1/c182026/rahul.jpg, -- , -- , -- , Bowler , Right Handed Bat , Udaipur Eagles 
12811,Amandeep,/a/img/v1/152x152/i1/c182026/amandeep.jpg, -- , -- , -- , WK-Batsman , Right Handed Bat , Udaipur Eagles 
12812,Harjeet Singh,/a/img/v1/152x152/i1/c182026/harjeet-singh.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jodhpur Lions 
12813,Abhijeet Tomar,/a/img/v1/152x152/i1/c182026/abhijeet-tomar.jpg, -- , -- , -- , Batsman , Right Handed Bat ," Jodhpur Lions, Rajasthan "
12814,Rajat Chaprwal,/a/img/v1/152x152/i1/c182026/rajat-chaprwal.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jodhpur Lions 
12815,Mohammad Akram,/a/img/v1/152x152/i1/c182026/mohammad-akram.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jodhpur Lions 
12816,Shubham Meena ,/a/img/v1/152x152/i1/c182026/shubham-meena.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jodhpur Lions 
12817,Akhil Garg,/a/img/v1/152x152/i1/c182026/akhil-garg.jpg, -- , -- , -- , Batsman , Left Handed Bat , Jodhpur Lions 
12818,Tanmay Tiwari,/a/img/v1/152x152/i1/c182026/tanmay-tiwari.jpg, -- , -- , -- , WK-Batsman , Right Handed Bat , Jodhpur Lions 
12819,Rajveer Singh,/a/img/v1/152x152/i1/c182026/rajveer-singh.jpg, -- , -- , -- , -- , Right Handed Bat , Jodhpur Lions 
12820,Shubham Singh,/a/img/v1/152x152/i1/c182026/shubham-singh.jpg," Jan 05, 1997 (24 years) ", Durg , -- , Bowler , Right Handed Bat , Right-arm legbreak 
12821,Ravi Sharma,/a/img/v1/152x152/i1/c182026/ravi-sharma.jpg, -- , -- , -- , -- , Right Handed Bat , India 
12822,Arafat Khan,/a/img/v1/152x152/i1/c182026/arafat-khan.jpg," Dec 27, 1996 (24 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
12823,Sharif Hussian,/a/img/v1/152x152/i1/c182026/sharif-hussian.jpg, -- , -- , -- , -- , Right Handed Bat , Right-arm offbreak 
12824,Aaman Deep Singh,/a/img/v1/152x152/i1/c182026/aaman-deep-singh.jpg, -- , -- , -- , WK-Batsman , Right Handed Bat , Jodhpur Lions 
12825,Ankit Walia,/a/img/v1/152x152/i1/c182026/ankit-walia.jpg, -- , -- , -- , -- , Right Handed Bat , Right-arm offbreak 
12826,Lala Ram,/a/img/v1/152x152/i1/c182026/lala-ram.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jodhpur Lions 
12827,Azhruddin,/a/img/v1/152x152/i1/c182026/azhruddin.jpg, -- , -- , -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
12828,Abhishek Mishra,/a/img/v1/152x152/i1/c182026/abhishek-mishra.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jodhpur Lions 
12829,Shamshad Khan,/a/img/v1/152x152/i1/c182026/shamshad-khan.jpg, -- , -- , -- , Bowling Allrounder , Right Handed Bat ," Jodhpur Lions, Ajmer Panthers "
12830,Ankit Waliya,/a/img/v1/152x152/i1/c182026/ankit-waliya.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm offbreak 
12831,Himanshu Jangir,/a/img/v1/152x152/i1/c182026/himanshu-jangir.jpg, -- , -- , -- , Bowling Allrounder , Left Handed Bat , Jodhpur Lions 
12832,Akashdeep Singh,/a/img/v1/152x152/i1/c182026/akashdeep-singh.jpg, -- , -- , -- , Bowling Allrounder , Right Handed Bat , Jodhpur Lions 
12833,Gyan Prakash Prohit,/a/img/v1/152x152/i1/c182026/gyan-prakash-prohit.jpg, -- , -- , -- , Bowler , Right Handed Bat , Jodhpur Lions 
12834,Abhishek Tiwari,/a/img/v1/152x152/i1/c182026/abhishek-tiwari.jpg, -- , -- , -- , Batsman , Left Handed Bat , Jodhpur Lions 
12835,Sunil Soran,/a/img/v1/152x152/i1/c182026/sunil-soran.jpg, -- , -- , -- , Bowler , Right Handed Bat , Jodhpur Lions 
12837,Rajkumar Saini,/a/img/v1/152x152/i1/c182026/rajkumar-saini.jpg, -- , -- , -- , Batsman , Right Handed Bat , Ajmer Panthers 
12838,Sumit Raj,/a/img/v1/152x152/i1/c182026/sumit-raj.jpg, -- , -- , -- , Batsman , Right Handed Bat , Ajmer Panthers 
12839,Chandan Choudhary,/a/img/v1/152x152/i1/c182026/chandan-choudhary.jpg, -- , -- , -- , Batsman , Right Handed Bat , Ajmer Panthers 
12840,Rajan Pratap,/a/img/v1/152x152/i1/c182026/rajan-pratap.jpg, -- , -- , -- , Batsman , Right Handed Bat , Ajmer Panthers 
12841,Yash Kothari,/a/img/v1/152x152/i1/c182026/yash-kothari.jpg," Oct 06, 1995 (26 years) "," Bhilwara, Rajasthan ", -- , Batsman , Right Handed Bat , Right-arm legbreak 
12842,Amit Jaif,/a/img/v1/152x152/i1/c182026/amit-jaif.jpg, -- , -- , -- , Bowler , Right Handed Bat , Ajmer Panthers 
12843,Amar Soni,/a/img/v1/152x152/i1/c182026/amar-soni.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm legbreak 
12844,Shyam Sharma,/a/img/v1/152x152/i1/c182026/shyam-sharma.jpg, -- , -- , -- , Batsman , Right Handed Bat , Right-arm offbreak 
12845,Vinay Meena,/a/img/v1/152x152/i1/c182026/vinay-meena.jpg, -- , -- , -- , Bowler , Right Handed Bat , Ajmer Panthers 
12846,Jayesh Nair,/a/img/v1/152x152/i1/c182026/jayesh-nair.jpg, -- , -- , -- , Batsman , Right Handed Bat , Ajmer Panthers 
12847,Sharif Khan,/a/img/v1/152x152/i1/c182026/sharif-khan.jpg, -- , -- , -- , Bowler , Right Handed Bat , Ajmer Panthers 
12848,Sandeep Soni,/a/img/v1/152x152/i1/c182026/sandeep-soni.jpg, -- , -- , -- , Batsman , Right Handed Bat , Ajmer Panthers 
12849,Jattin Kumar,/a/img/v1/152x152/i1/c182026/jattin-kumar.jpg, -- , -- , -- , Batsman , Right Handed Bat , Ajmer Panthers 
12850,Ankur Sharma,/a/img/v1/152x152/i1/c182026/ankur-sharma.jpg, -- , -- , -- , Batting Allrounder , Right Handed Bat , Ajmer Panthers 
12851,Yogesh Jindal,/a/img/v1/152x152/i1/c182026/yogesh-jindal.jpg, -- , -- , -- , Batsman , Right Handed Bat , Ajmer Panthers 
12852,Ajay Beniwal,/a/img/v1/152x152/i1/c182026/ajay-beniwal.jpg, -- , -- , -- , Batsman , Right Handed Bat , Ajmer Panthers 
12853,Rizwan,/a/img/v1/152x152/i1/c182026/rizwan.jpg, -- , -- , -- , Bowler , Right Handed Bat , Ajmer Panthers 
12854,Mahesh Adhikari,/a/img/v1/152x152/i1/c182026/mahesh-adhikari.jpg, -- , -- , -- , Batsman , Right Handed Bat , Ajmer Panthers 
12855,Gaurav Meena,/a/img/v1/152x152/i1/c182026/gaurav-meena.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm legbreak 
12856,Dhanraj Yadav,/a/img/v1/152x152/i1/c182026/dhanraj-yadav.jpg, -- , -- , -- , Batsman , Right Handed Bat , Sikar Bulls 
12857,Aaditya Gardhwal,/a/img/v1/152x152/i1/c182026/aaditya-gardhwal.jpg, -- , -- , -- , Batsman , Right Handed Bat , Sikar Bulls 
12858,Kesahv Didwaniya,/a/img/v1/152x152/i1/c182026/kesahv-didwaniya.jpg, -- , -- , -- , Batsman , Right Handed Bat , Sikar Bulls 
12859,Aadil Khan,/a/img/v1/152x152/i1/c182026/aadil-khan.jpg, -- , -- , -- , Batsman , Right Handed Bat , Sikar Bulls 
12861,Gorav Khatri,/a/img/v1/152x152/i1/c182026/gorav-khatri.jpg, -- , -- , -- , Batsman , Right Handed Bat , Sikar Bulls 
12862,Manindar Singh,/a/img/v1/152x152/i1/c182026/manindar-singh.jpg, -- , -- , -- , WK-Batsman , Right Handed Bat , Sikar Bulls 
12863,Krishan Bansal,/a/img/v1/152x152/i1/c182026/krishan-bansal.jpg, -- , -- , -- , Bowler , Right Handed Bat , Sikar Bulls 
12864,Krishan Kumar,/a/img/v1/152x152/i1/c182026/krishan-kumar.jpg, -- , -- , -- , WK-Batsman , Right Handed Bat , Sikar Bulls 
12865,Amandeep,/a/img/v1/152x152/i1/c182026/amandeep.jpg, -- , -- , -- , WK-Batsman , Right Handed Bat , Sikar Bulls 
12866,Mahendra Choudhary,/a/img/v1/152x152/i1/c182026/mahendra-choudhary.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm offbreak 
12867,Deepak Choudhary,/a/img/v1/152x152/i1/c182026/deepak-choudhary.jpg, -- , -- , -- , Bowler , Right Handed Bat , Sikar Bulls 
12868,Goni Khambey,/a/img/v1/152x152/i1/c182026/goni-khambey.jpg, -- , -- , -- , Bowler , Right Handed Bat , Left-arm orthodox 
12869,Mohd Rijwan,/a/img/v1/152x152/i1/c182026/mohd-rijwan.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm offbreak 
12870,Manish Goswami,/a/img/v1/152x152/i1/c182026/manish-goswami.jpg, -- , -- , -- , Bowling Allrounder , Right Handed Bat , Sikar Bulls 
12871,Rubal Tholyia,/a/img/v1/152x152/i1/c182026/rubal-tholyia.jpg, -- , -- , -- , Bowler , Right Handed Bat , Left-arm orthodox 
12872,Rohit Meena,/a/img/v1/152x152/i1/c182026/rohit-meena.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm medium 
12873,Anirudh Meena,/a/img/v1/152x152/i1/c182026/anirudh-meena.jpg, -- , -- , -- , -- , Right Handed Bat , Right-arm medium 
12874,Prabhash Joshi,/a/img/v1/152x152/i1/c182026/prabhash-joshi.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jaipur Tigers 
12875,Aashish Saini,/a/img/v1/152x152/i1/c182026/aashish-saini.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jaipur Tigers 
12876,Arvind Khijoryia,/a/img/v1/152x152/i1/c182026/arvind-khijoryia.jpg, -- , -- , -- , WK-Batsman , Right Handed Bat , Jaipur Tigers 
12877,Akhil lamba,/a/img/v1/152x152/i1/c182026/akhil-lamba.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm medium 
12878,Ismile Ahamad,/a/img/v1/152x152/i1/c182026/ismile-ahamad.jpg, -- , -- , -- , Bowler , Left Handed Bat , Left-arm orthodox 
12879,Hemant Sharma,/a/img/v1/152x152/i1/c182026/hemant-sharma.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm medium 
12880,Sourav Bharti,/a/img/v1/152x152/i1/c182026/sourav-bharti.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jaipur Tigers 
12881,Gourav Mehra,/a/img/v1/152x152/i1/c182026/gourav-mehra.jpg, -- , -- , -- , Batsman , Left Handed Bat , Jaipur Tigers 
12882,Lovepreet,/a/img/v1/152x152/i1/c182026/lovepreet.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm offbreak 
12883,Shubham Patwal,/a/img/v1/152x152/i1/c182026/shubham-patwal.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm medium 
12884,Aayush Totuka,/a/img/v1/152x152/i1/c182026/aayush-totuka.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jaipur Tigers 
12885,Aayush Sharma,/a/img/v1/152x152/i1/c182026/aayush-sharma.jpg, -- , -- , -- , -- , Right Handed Bat , Right-arm offbreak 
12886,Rakesh Sasodyia,/a/img/v1/152x152/i1/c182026/rakesh-sasodyia.jpg, -- , -- , -- , Batting Allrounder , Right Handed Bat , Jaipur Tigers 
12887,Manoj Soni,/a/img/v1/152x152/i1/c182026/manoj-soni.jpg, -- , -- , -- , Bowling Allrounder , Right Handed Bat , Jaipur Tigers 
12888,Sanjeev Kumar,/a/img/v1/152x152/i1/c182026/sanjeev-kumar.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jaipur Tigers 
12889,Ehsaan Ali,/a/img/v1/152x152/i1/c182026/ehsaan-ali.jpg, -- , -- , -- , Bowling Allrounder , Left Handed Bat , Jaipur Tigers 
12890,Ramniwas,/a/img/v1/152x152/i1/c182026/ramniwas.jpg, -- , -- , -- , Batsman , Right Handed Bat , Bhilwara Wolves 
12891,Bhagwati,/a/img/v1/152x152/i1/c182026/bhagwati.jpg, -- , -- , -- , Batsman , Left Handed Bat , Bhilwara Wolves 
12892,Aajim Akhtar,/a/img/v1/152x152/i1/c182026/aajim-akhtar.jpg, -- , -- , -- , WK-Batsman , Right Handed Bat , Bhilwara Wolves 
12893,Manohar Singh,/a/img/v1/152x152/i1/c182026/manohar-singh.jpg, -- , -- , -- , Batsman , Right Handed Bat , Bhilwara Wolves 
12894,Aaranv Goutam,/a/img/v1/152x152/i1/c182026/aaranv-goutam.jpg, -- , -- , -- , Batsman , Right Handed Bat , Bhilwara Wolves 
12895,Aaristh Singhwi,/a/img/v1/152x152/i1/c182026/aaristh-singhwi.jpg, -- , -- , -- , Bowler , Right Handed Bat , Left-arm orthodox 
12896,Shorabh Singh,/a/img/v1/152x152/i1/c182026/shorabh-singh.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm offbreak 
12897,Sandeep Saini,/a/img/v1/152x152/i1/c182026/sandeep-saini.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm offbreak 
12898,Deepak Serawat,/a/img/v1/152x152/i1/c182026/deepak-serawat.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm medium 
12899,Pradeep Singh,/a/img/v1/152x152/i1/c182026/pradeep-singh.jpg, -- , -- , -- , Bowling Allrounder , Left Handed Bat , Bhilwara Wolves 
12900,Ramandeep,/a/img/v1/152x152/i1/c182026/ramandeep.jpg, -- , -- , -- , Batsman , Right Handed Bat , Bhilwara Wolves 
12901,Indraj Jangir,/a/img/v1/152x152/i1/c182026/indraj-jangir.jpg, -- , -- , -- , Bowling Allrounder , Right Handed Bat , Bhilwara Wolves 
12902,Sailvin,/a/img/v1/152x152/i1/c182026/sailvin.jpg, -- , -- , -- , Batsman , Right Handed Bat , Bhilwara Wolves 
12903,Jaswinder Singh Sidhu,/a/img/v1/152x152/i1/c182026/jaswinder-singh-sidhu.jpg, -- , -- , -- , Bowling Allrounder , Right Handed Bat , Bhilwara Wolves 
12904,Vikram Jangid,/a/img/v1/152x152/i1/c182026/vikram-jangid.jpg, -- , -- , -- , Batsman , Right Handed Bat , Right-arm offbreak 
12905,Rinku Phour,/a/img/v1/152x152/i1/c182026/rinku-phour.jpg, -- , -- , -- , Batting Allrounder , Right Handed Bat , Bhilwara Wolves 
12906,Hardeep Singh Jangir,/a/img/v1/152x152/i1/c182026/hardeep-singh-jangir.jpg, -- , -- , -- , Batting Allrounder , Right Handed Bat , Bhilwara Wolves 
12907,Satnam Singh,/a/img/v1/152x152/i1/c182026/satnam-singh.jpg, -- , -- , -- , Bowling Allrounder , Right Handed Bat ," Bhilwara Wolves, Jodhpur Lions "
12908,Vijay Chaudhary,/a/img/v1/152x152/i1/c182026/vijay-chaudhary.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm medium 
12909,Kundan Gussar,/a/img/v1/152x152/i1/c182026/kundan-gussar.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm offbreak 
12910,Saif Ali Khan,/a/img/v1/152x152/i1/c182026/saif-ali-khan.jpg, -- , -- , -- , Bowler , Left Handed Bat , Left-arm fast 
12911,Anuj Meena,/a/img/v1/152x152/i1/c182026/anuj-meena.jpg, -- , -- , -- , Batsman , Right Handed Bat , Bhilwara Wolves 
12912,Dushyant Godara,/a/img/v1/152x152/i1/c182026/dushyant-godara.jpg, -- , -- , -- , Batsman , Right Handed Bat , Udaipur Eagles 
12913,Hardeep Singh,/a/img/v1/152x152/i1/c182026/hardeep-singh.jpg, -- , -- , -- , -- , Right Handed Bat , Udaipur Eagles 
12914,Saorav Kumar,/a/img/v1/152x152/i1/c182026/saorav-kumar.jpg, -- , -- , -- , -- , Right Handed Bat , Udaipur Eagles 
12915,Suresh Kumar,/a/img/v1/152x152/i1/c182026/suresh-kumar.jpg, -- , -- , -- , -- , Right Handed Bat , Udaipur Eagles 
12916,Dilkant Machra,/a/img/v1/152x152/i1/c182026/dilkant-machra.jpg, -- , -- , -- , Batsman , Right Handed Bat , Udaipur Eagles 
12917,Sachin Sharma,/a/img/v1/152x152/i1/c182026/sachin-sharma.jpg, -- , -- , -- , Bowler , Right Handed Bat , Udaipur Eagles 
12918,Pranav Mewal,/a/img/v1/152x152/i1/c182026/pranav-mewal.jpg, -- , -- , -- , Batsman , Right Handed Bat , Udaipur Eagles 
12919,Azhruddin Sr,/a/img/v1/152x152/i1/c182026/azhruddin-sr.jpg, -- , -- , -- , Bowler , Right Handed Bat , Udaipur Eagles 
12920,Ajay Yadav,/a/img/v1/152x152/i1/c182026/ajay-yadav.jpg, -- , -- , -- , -- , Right Handed Bat , Sikar Bulls 
12921,Vikram Rajawat,/a/img/v1/152x152/i1/c182026/vikram-rajawat.jpg, -- , -- , -- , WK-Batsman , Right Handed Bat , Sikar Bulls 
12922,C P Singh,/a/img/v1/152x152/i1/c182026/c-p-singh.jpg, -- , -- , -- , Bowler , Right Handed Bat , Jaipur Tigers 
12923,Mohd Shafi,/a/img/v1/152x152/i1/c182026/mohd-shafi.jpg, -- , -- , -- , -- , Left Handed Bat , Jaipur Tigers 
12924,Aashish Srikrishnan,/a/img/v1/152x152/i1/c182026/aashish-srikrishnan.jpg, -- , -- , -- , -- , Right Handed Bat , Karaikudi Kaalai 
12925,Shikhar Hukku,/a/img/v1/152x152/i1/c182026/shikhar-hukku.jpg," Aug 24, 1994 (27 years) "," Kanpur, Uttar Pradesh ", -- , -- , Right Handed Bat , Right-arm offbreak 
12926,Varun Chakaravarthy,/a/img/v1/152x152/i1/c196703/varun-chakaravarthy.jpg," Aug 29, 1991 (30 years) "," Bidar, Karnataka ", -- , Bowler , Right Handed Bat , Right-arm legbreak 
12927,K Deeban Lingesh,/a/img/v1/152x152/i1/c182026/k-deeban-lingesh.jpg," Feb 25, 2000 (21 years) ", -- , -- , Bowling Allrounder , Right Handed Bat , Right-arm medium 
12928,Manish Ravi,/a/img/v1/152x152/i1/c182026/manish-ravi.jpg, -- , -- , -- , -- , Right Handed Bat , Lyca Kovai Kings 
12929,Pradosh Ranjan Paul,/a/img/v1/152x152/i1/c182026/pradosh-ranjan-paul.jpg," Dec 21, 2000 (20 years) ", Odisha , -- , Batsman , Left Handed Bat ," Lyca Kovai Kings, Tamil Nadu, India U19 B, Nellai Royal Kings "
12930,Manimaran Siddharth,/a/img/v1/152x152/i1/c182026/manimaran-siddharth.jpg," Jul 03, 1998 (23 years) ", -- , -- , Bowler , Right Handed Bat , Left-arm orthodox 
12931,R Ajith,/a/img/v1/152x152/i1/c182026/r-ajith.jpg, -- , -- , -- , -- , Right Handed Bat , Madurai Panthers 
12932,Murugan Ganesh,/a/img/v1/152x152/i1/c182026/murugan-ganesh.jpg," Aug 09, 1994 (27 years) ", Madurai , -- , -- , Right Handed Bat , Right-arm medium 
12933,Mani Bharathi,/a/img/v1/152x152/i1/c182026/mani-bharathi.jpg," Apr 13, 1992 (29 years) ", -- , -- , WK-Batsman , Right Handed Bat ," Madurai Panthers, Ruby Trichy Warriors, Dindigul Dragons "
12934,M Poiyamozhi,/a/img/v1/152x152/i1/c182026/m-poiyamozhi.jpg," Jun 15, 1991 (30 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
12935,Sivagnanan Senthilnathan,/a/img/v1/152x152/i1/c182026/sivagnanan-senthilnathan.jpg," Jan 22, 1990 (31 years) "," Trichy, Tamil Nadu ", -- , Bowler , Right Handed Bat , Right-arm medium 
12936,PS Sivaramakrishnan,/a/img/v1/152x152/i1/c182026/ps-sivaramakrishnan.jpg, -- , -- , -- , -- , Right Handed Bat , Madurai Panthers 
12937,J Jabez Moses,/a/img/v1/152x152/i1/c182026/j-jabez-moses.jpg, -- , -- , -- , -- , Right Handed Bat ," Ruby Trichy Warriors, Madurai Panthers "
12938,RS Mokit Hariharan,/a/img/v1/152x152/i1/c182026/rs-mokit-hariharan.jpg, -- , -- , -- , Batting Allrounder , Left Handed Bat , Right-arm offbreak 
12939,M Monokaran,/a/img/v1/152x152/i1/c182026/m-monokaran.jpg, -- , -- , -- , -- , Right Handed Bat , Ruby Trichy Warriors 
12940,N Prashid Akash,/a/img/v1/152x152/i1/c182026/n-prashid-akash.jpg, -- , -- , -- , -- , Right Handed Bat , Ruby Trichy Warriors 
12941,Kannan Vignesh,/a/img/v1/152x152/i1/c182026/kannan-vignesh.jpg," Oct 15, 1993 (28 years) ", Chennai , -- , Bowler , Left Handed Bat , Left-arm orthodox 
12942,RD Ashwin Kumar,/a/img/v1/152x152/i1/c182026/rd-ashwin-kumar.jpg," Nov 02, 1990 (30 years) ", Chennai , -- , Bowler , Right Handed Bat , Right-arm medium 
12943,R Rajan,/a/img/v1/152x152/i1/c182026/r-rajan.jpg, -- , -- , -- , -- , Right Handed Bat , VB Thiruvallur Veerans 
12944,Himanshu Rana,/a/img/v1/152x152/i1/c182026/himanshu-rana.jpg, -- , -- , -- , Bowler , Right Handed Bat , Udaipur Eagles 
12945,Ranjit Saini,/a/img/v1/152x152/i1/c182026/ranjit-saini.jpg, -- , -- , -- , -- , Right Handed Bat , India 
12946,Giridhar Singh,/a/img/v1/152x152/i1/c182026/giridhar-singh.jpg, -- , -- , -- , -- , Right Handed Bat ," India, "
12947,Aftabuddin,/a/img/v1/152x152/i1/c182026/aftabuddin.jpg, -- , -- , -- , Batsman , Right Handed Bat , Ajmer Panthers 
12948,Aaditya Singh,/a/img/v1/152x152/i1/c182026/aaditya-singh.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jodhpur Lions 
12949,Surya Prakash Suwalka,/a/img/v1/152x152/i1/c182026/surya-prakash-suwalka.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jodhpur Lions 
12950,Sushil Singhnoiya,/a/img/v1/152x152/i1/c182026/sushil-singhnoiya.jpg, -- , -- , -- , Batsman , Right Handed Bat , Jodhpur Lions 
12951,Nivethan Radhakrishnan,/a/img/v1/152x152/i1/c182026/nivethan-radhakrishnan.jpg, -- , -- , -- , -- , Right Handed Bat , Left-arm orthodox 
12954,Giridhar Rathore,/a/img/v1/152x152/i1/c182026/giridhar-rathore.jpg, -- , -- , -- , -- , Right Handed Bat , India 
12955,Ranjeet Saini,/a/img/v1/152x152/i1/c182026/ranjeet-saini.jpg, -- , -- , -- , -- , Right Handed Bat , India 
12956,Akash Malik,/a/img/v1/152x152/i1/c182026/akash-malik.jpg, -- , -- , -- , Bowling Allrounder , Left Handed Bat , Left-arm medium 
12957,Gurpreet Kumar,/a/img/v1/152x152/i1/c182026/gurpreet-kumar.jpg, -- , -- , -- , -- , Right Handed Bat , Sikar Bulls 
12958,Cheerag Sharma,/a/img/v1/152x152/i1/c182026/cheerag-sharma.jpg, -- , -- , -- , -- , Right Handed Bat , Bhilwara Wolves 
12960,Pushpendra Saini,/a/img/v1/152x152/i1/c182026/pushpendra-saini.jpg, -- , -- , -- , -- , Right Handed Bat , Sikar Bulls 
12961,Wasu Jangid,/a/img/v1/152x152/i1/c182026/wasu-jangid.jpg, -- , -- , -- , -- , Right Handed Bat , Sikar Bulls 
12962,Abhya Aroda,/a/img/v1/152x152/i1/c182026/abhya-aroda.jpg, -- , -- , -- , -- , Right Handed Bat , Udaipur Eagles 
12963,Sagar Rawat,/a/img/v1/152x152/i1/c182026/sagar-rawat.jpg, -- , -- , -- , -- , Right Handed Bat , Ajmer Panthers 
12964,Ghanshyam,/a/img/v1/152x152/i1/c182026/ghanshyam.jpg, -- , -- , -- , -- , Right Handed Bat , Ajmer Panthers 
12965,Dinesh Bhati,/a/img/v1/152x152/i1/c182026/dinesh-bhati.jpg, -- , -- , -- , -- , Right Handed Bat , Ajmer Panthers 
12966,Rafi Zoya,/a/img/v1/152x152/i1/c182026/rafi-zoya.jpg, -- , -- , -- , -- , Left Handed Bat , Ajmer Panthers 
12967,Shubham Pareek,/a/img/v1/152x152/i1/c182026/shubham-pareek.jpg, -- , -- , -- , -- , Right Handed Bat , Ajmer Panthers 
12968,Vishal Tiwari,/a/img/v1/152x152/i1/c182026/vishal-tiwari.jpg, -- , -- , -- , -- , Right Handed Bat , Jaipur Tigers 
12969,Mahesh Sain,/a/img/v1/152x152/i1/c182026/mahesh-sain.jpg, -- , -- , -- , -- , Right Handed Bat , Ajmer Panthers 
12970,Arnav Gautam,/a/img/v1/152x152/i1/c182026/arnav-gautam.jpg, -- , -- , -- , -- , Right Handed Bat , Bhilwara Wolves 
12971,Veer Abhimanyu,/a/img/v1/152x152/i1/c182026/veer-abhimanyu.jpg, -- , -- , -- , -- , Right Handed Bat , Bhilwara Wolves 
12974,Irfan,/a/img/v1/152x152/i1/c182026/irfan.jpg, -- , -- , -- , -- , Right Handed Bat , Bhilwara Wolves 
12975,Abhishek Sharma,/a/img/v1/152x152/i1/c182026/abhishek-sharma.jpg, -- , -- , -- , Batsman , Left Handed Bat ," Jaipur Tigers, Railways "
12976,Ravi Kumar,/a/img/v1/152x152/i1/c182026/ravi-kumar.jpg, -- , -- , -- , -- , Right Handed Bat , Jaipur Tigers 
12977,Ashfaq Khan,/a/img/v1/152x152/i1/c182026/ashfaq-khan.jpg, -- , -- , -- , -- , Right Handed Bat , Jaipur Tigers 
12978,Venu Gopal God,/a/img/v1/152x152/i1/c182026/venu-gopal-god.jpg, -- , -- , -- , -- , Right Handed Bat , Jodhpur Lions 
12979,Wasim Khan,/a/img/v1/152x152/i1/c153346/wasim-khan.jpg, -- , -- , -- , -- , Right Handed Bat , Jodhpur Lions 
12980,Rajan Partal,/a/img/v1/152x152/i1/c182026/rajan-partal.jpg, -- , -- , -- , -- , Right Handed Bat , Ajmer Panthers 
12981,Vedhant,/a/img/v1/152x152/i1/c182026/vedhant.jpg, -- , -- , -- , -- , Right Handed Bat , Sikar Bulls 
12982,Sharif,/a/img/v1/152x152/i1/c182026/sharif.jpg, -- , -- , -- , -- , Right Handed Bat , Udaipur Eagles 
12983,Rakesh Meena,/a/img/v1/152x152/i1/c182026/rakesh-meena.jpg, -- , -- , -- , -- , Right Handed Bat , Jaipur Tigers 
12984,U Baker,/a/img/v1/152x152/i1/c182026/u-baker.jpg, -- , -- , -- , -- , Right Handed Bat , Netherlands 
12985,Rajvinder Rulaniya,/a/img/v1/152x152/i1/c182026/rajvinder-rulaniya.jpg, -- , -- , -- , WK-Batsman , Right Handed Bat , Right-arm medium 
12986,Furkan Khan,/a/img/v1/152x152/i1/c182026/furkan-khan.jpg, -- , -- , -- , Batsman , Right Handed Bat , Right-arm medium 
12987,Sandeep Shrimel,/a/img/v1/152x152/i1/c182026/sandeep-shrimel.jpg, -- , -- , -- , Batsman , Right Handed Bat , Ajmer Panthers 
12988,Rajveer Kumar,/a/img/v1/152x152/i1/c182026/rajveer-kumar.jpg, -- , -- , -- , Batsman , Right Handed Bat , Ajmer Panthers 
12989,Calum Brodrick,/a/img/v1/152x152/i1/c182026/calum-brodrick.jpg," Jan 24, 1998 (23 years) "," Burton-upon-Trent, Staffordshire ", -- , -- , Left Handed Bat , Derbyshire 
12990,RJ Kemming,/a/img/v1/152x152/i1/c182026/rj-kemming.jpg, -- , -- , -- , -- , Right Handed Bat , Netherlands 
